标题	标题链接	iteminfo__line2__jobdesc__salary	iteminfo__line2__jobdesc__demand	iteminfo__line2__jobdesc__demand1	iteminfo__line2__jobdesc__demand2	iteminfo__line1__compname__name	iteminfo__line2__compdesc	iteminfo__line2__compdesc1	详情标题	职位描述	工作地点
etl工程师	http://jobs.zhaopin.com/CC193399815J00114870412.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	面议	西安	1-3年	大专	东华软件	上市公司	1000-9999人	etl工程师	职位描述1.一年以上开发经验 2.熟悉ETL数据加工流程； 3.掌握Oracle，DB2数据开发； 4.熟悉PowerDesigner/ERWin等建模工具； 5.熟悉LINUX操作系统； 6.掌握主流ETL工具，例如DataStage、Shell、存储过程等。7.有银行数据类项目开发经验优先；有星环、华为等大数据平台开发经验优先.	西安市
高级架构师	http://jobs.zhaopin.com/CC295947236J00242698913.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	1.8万-2.5万	西安	5-10年	本科	中国联通软件研究院	国企	1000-9999人	高级架构师	职位描述Java架构Docker工作职责:  1、负责项目的技术解决方案、架构设计、软件模块设计以及系统间接口设计等技术工作 2、负责项目的整体技术改造和代码优化工作 3、负责项目的整体技术积累和知识传递工作 4、指导开发人员进行研发工作； 5、完成领导交办的其它工作。 任职资格要求： 1、最低学历学位要求：□研究生（硕士学位）□本科（学士学位） 2、专业要求：计算机、通信、信息系统等相关专业 3、工作经验要求：5年以上架构设计工作经验 4、工作技能要求：  1)扎实的Java编程基础，熟悉各种设计模式，精通面向对象分析设计，熟练掌握Spring等Java开发框架和微服务设计架构; 2)精通Docker容器技术，对Mesos, Marathon, Kubernetes等调度系统有深刻理解; 3)熟悉常见的分布式计算平台Hadoop、Spark或Storm等，对大数据的需求能做到精准技术选型； 4)熟悉MySQL、Oracle、NoSQL等主流数据库，具备千万级以上数据处理经验； 5)熟悉开源及云端主流框架技术，在流数据、开放性等方面具备一种或多种突出能力者优先。	西安市高新区科技路创业广场
数据平台开发工程师/架构师	http://jobs.zhaopin.com/CC000542945J00463039605.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	面议	西安	3-5年	本科	华为技术有限公司	民营	10000人以上	数据平台开发工程师/架构师	职位描述数据处理数据仓库数据开发职责描述： 1. 设计和实现数据平台的基础框架和功能组件，如统一前后端基础组件、配置和权限管理、数据源接入、任务调度、作业管理、搜索等 2. 设计并实现面向研发运维（DevOps）领域的数据中台的技术方案 3. 负责对数据平台的调优、日常运维和监控，支撑业务稳定 4. 优化治理数据平台系统结构，进行微服务化的设计、开发和部署 岗位要求： 1. 计算机、数学相关专业全日制本科以上学历 2. 3年以上某大数据平台（如Hadoop、Spark、Storm、Flink等）的使用和调优经验 3. 3年以上的Java开发经验，熟悉使用常用的开源框架和中间件，如Spring Boot、Spring Cloud、Zookeeper、Kafka、Redis、ElasticSearch等 4. 3年以上的关系数据库如Mysql、Postgresql、Oracle等的使用经验 5. 熟悉微服务治理框架，并具备实践经验 6. 具备良好的沟通能力、团队协作能力和技术驱动力，对产品或服务的底层技术实现充满热情	华为研究所
总部诚聘数据专员/五险一金/延平门地铁口	http://jobs.zhaopin.com/CC343953930J40097629101.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	4千-6千	西安-高新技术产业开发区	不限	本科	西安百年行房地产营销策划有限公司	民营	1000-9999人	总部诚聘数据专员/五险一金/延平门地铁口	职位描述数据分析  岗位描述：  1.每日按照要求进行数据更新及汇总，推送相关数据信息，确保准确无误；  2.负责大数据处理及整理工作，提供数据支持；  3.负责各类报告的编写工作；  4.上级交代的其他临时工作；  任职要求：  2、具有一定的数据分析能力，会SQL语言优先  3.性格稳重，热爱本职工作，外型端庄大方，谈吐条理清晰；  4、熟练操作各类办公软件及办公设备，打字速度快；  5、具备良好的文字写作和语言表达能力，普通话标准；  6、具备良好的事务处理能力及服务精神；  7、性格稳重，热爱本职工作，外型端庄大方，谈吐条理清晰；  薪资：试用期4000+  转正以后综合薪资4300+  根据情况可就近安排区域 五险一金 周末单双休 早上九点到下午6.30	禾盛京广D座
数据架构师	http://jobs.zhaopin.com/CC155904420J40114336916.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	1万-1.7万	西安-高新技术产业开发区	1-3年	硕士	开源证券	国企	1000-9999人	数据架构师	职位描述大数据架构数据建模数据仓库数据处理大数据开发 岗位职责： 1、负责数据产品需求分析，数据建模，主导完成相关设计及编码； 2、完善现有数据产品，优化现有数据体系； 3、负责大数据基础和应用平台的整体规划和架构设计； 4、深入理解业务需求，开发相应数据产品及工具； 5、完成项目开发工作的各类文档编写。	锦业路1号都市之门B座5层
数据分析	http://jobs.zhaopin.com/CC300255137J00284299509.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	6千-8千	西安-雁塔区	3-5年	本科	贝壳找房(北京)科技有限公司	上市公司	10000人以上	数据分析	职位描述数据分析BI大数据分析数据挖掘岗位职责1.负责对接部门数据需求，挖掘有价值的数据线索；2.负责部门日常的数据输出，根据区域要求制定相应的分析报告，协助指标的提升；3.对合作类指标负责，以周、月等为单位输出分析报告；任职要求 1.精通SQL，熟悉大数据处理，掌握编程语言为加分项； 2.有强烈的上进心和求知欲，善于学习新事物； 3.统招本科及以上学历，扎实的数学和数据挖掘功底。	沣惠南路与科技二路交汇处西南角泰华金贸国际4号楼7层
开发工程师	http://jobs.zhaopin.com/CC436145230J40100127801.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	1.5万-2万	西安	5-10年	本科	西安银松网络科技有限公司	民营	20-99人	开发工程师	职位描述数据库数据分析大数据分析工作地点：西安、北京、杭州、上海、广州职位描述：1、根据业务需求完成各种数据库脚本开发，对数据进行可视化处理加工；2、负责公司大数据分析平台的实施、开发运维工作。任职要求：1、计算机软件工程相关专业本科以上学历，5年以上电商行业数据开发工作经验，有良好的代码功底；2、精通SQL/Oracle关系型数据库的脚本开发，精通存储过程、游标、触发器等脚本编写；3、精通淘宝、支付宝API接口数据开发。 福利待遇：1、工资+五险+福利补贴， 节假日礼品享不完；2、免费班车，上下班通勤无忧；3、多维度晋升考核机制，先进评优，每年2次调薪机会；4、半个月超长带薪春节假，春节大礼邮寄到家！！！5、我们还为员工提供了员工内购、生日会、运动设施、茶水间、团建等，更多福利等您来解锁。 培训体系：入职阶段：为期1-3天的岗前培训；新人阶段：专业培训师带教+职业素养培训+丰富产品知识培训；成长阶段：定期专业课程培训+专业岗位技能培训。 晋升通道：1.管理路线：专员-＞组长-＞主管-＞经理；2.内部竞聘：所有岗位优先内部竞聘。 工作时间：早8:30—晚18:00，午休1.5小时，每月6天假，法定节假日调休。工作地址：灞桥区港务大道99号中西部陆港金融小镇A座18层(一整层)。面试流程：初试---测评---复试---谈薪---发放offer，1-3个工作日可获得面试结果。温馨提示：请您参加面试时携带最新更新的简历，并注明应聘职位。	灞桥区新筑街道西安国际港务区港务大道金融小镇A座18层
算法工程师	http://jobs.zhaopin.com/CCL1305172550J40091959604.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	9千-1.2万	西安	不限	本科	中遥环境(西安)股份有限公司	股份制企业	20-99人	算法工程师	职位描述数据建模大气科学环境科学遥感应用数学数据开发分析【您将要做的】 1.大气环境或水环境定量遥感算法的研究与实现 2.生态大数据的分析与建模 【我们希望您】 1.学历与专业：硕士研究生及以上，大气科学、环境科学、应用数学和遥感等相关学科； 2.过硬的Coding能力，熟练掌握Python【非常重要】 3.熟练使用GDAL、Numpy等算法库，具有实际工程开发经验 4.良好的沟通能力、强大的英文文献阅读能力和经得起挑战的逻辑思维能力【这样最好】	中遥环境（西安）股份有限公司
etl高级工程师	http://jobs.zhaopin.com/CC193399815J00114873512.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	面议	西安	3-5年	大专	东华软件	上市公司	1000-9999人	etl高级工程师	职位描述1.3年以上开发经验 2.熟悉数据仓库理论，熟悉ETL数据加工流程； 3.熟练Oracle，DB2等数据库； 4.熟悉PowerDesigner/ERWin等建模工具； 5.熟悉LINUX操作系统； 6.掌握主流ETL工具，例如DataStage、Shell、存储过程等。7.有银行数据类项目开发经验优先；有星环、华为等大数据平台开发经验优先。	西安市
数据实施工程师	http://jobs.zhaopin.com/CC120975580J40065324215.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	1万-1.5万	西安-高新技术产业开发区	1-3年	本科	海康威视	上市公司	10000人以上	数据实施工程师	职位描述职位描述：1、调研需求：按计划对用户进行实地调研搜集资料和需求，并在项目日常工作中搜集各种反馈。 2、软件部署实施：按照规范部署公司软件，配置软件系统，试用验证系统功能，并演示给用户看及试用，反馈结果和问题。 3、数据治理：依托公司工具，进行各类数据资源的接入和治理。 4、文档编撰：跟进相关进度，定制系统说明书、使用手册等资料。 5、运行维护：持续跟进用户使用情况，培训指导用户操作使用，解决其使用过程中遇到的问题和困难，记录问题并反馈。任职资格：1、能够接受出差。 2、具有良好的沟通、协调表达，逻辑学习能力。 3、全日制本科以上学历,理工科相关专业，有计算机相关基础。 4、熟悉linux操作系统，熟悉至少1种终端连接工具（如XShell）。 5、熟悉Oracle/PostgreSQL/MySQL一种或多种数据库，熟练使用SQL常用语句，对NoSQL数据库有一定了解。 6、有软件项目实施经验或者大数据项目测试、开发经验者优先。	陕西西安高新技术产业开发区环普产业园G4座20层
（某上市科技公司）资深IT技术工程师	http://jobs.zhaopin.com/CC476574525J00062857805.htm?srccode=401901&preactionid=33e5bfb5-b529-4bdb-b83e-f08796881eaa	1万-1.5万	西安	3-5年	本科	西安黄邺通信技术有限公司	其它	20人以下	（某上市科技公司）资深IT技术工程师	职位描述岗位职责：1、负责产品大数据分析应用场景的建模和算法；2、主导项目关键技术问题的攻关；3、协助架构师完成大数据分析相关的设计和搭建系统架构；4、负责系统大数据分析模块设计、核心代码开发；5、对开发团队进行技术指导和培训。岗位要求：1、6年以上工作经验；3年以上大数据分析相关经验；2、精通Java语言编程，有扎实的编程功底和经验；3、精通机器学习算法（聚类、分类、推荐/协同过滤等），熟练掌握mahout或者Mllib;4、熟练使用pig、Hive、Kylin、Spark、Impala等数据分析引擎进行数据分析；5、熟练使用Hadoop、MapReduce,了解HDFS原理；6、对应用领域的前沿技术有浓厚的兴趣，能够持续关注业界最新发展动态，动手能力强，能够完成前沿技术的预研及原型开发；7、良好的沟通协调能力，团队合作精神和执行力，思路开阔，积极上进，不断学习。	高新区
